DOI
10.16493/J.CNKI.42-1627/C.2005.03.015
10.17420/AP6201.34
10.17420/AP6202.40
10.17863/CAM.85549
10.18942/APG.KJ00008580364
10.18942/BUNRUICHIRI.KJ00001077488
10.18968/JHBL.100.0_325
10.18984/LEPID.58.1_18
10.18984/LEPID.59.1_45
10.18984/LEPID.65.1_30
10.18984/LEPID.65.2_79
10.18984/LEPID.66.2_77
10.20362/AM.008023
10.20695/EDAPHOLOGIA.101.0_27
10.21411/CBM.A.1068BDCE
10.21411/CBM.A.124D2742
10.21411/CBM.A.23104B9F
10.21411/CBM.A.2BD02BBF
10.21411/CBM.A.32D42B84
10.21411/CBM.A.362CEE40
10.21411/CBM.A.405959ED
10.21411/CBM.A.45D0BCB6
10.21411/CBM.A.51D9F340
10.21411/CBM.A.6B668757
10.21411/CBM.A.7079EADE
10.21411/CBM.A.82105520
10.21411/CBM.A.8221A005
10.21411/CBM.A.873B9361
10.21411/CBM.A.915FF6DC
10.21411/CBM.A.9F2EF13B
10.21411/CBM.A.A2E01445
10.21411/CBM.A.AA2CC6C6
10.21411/CBM.A.C1543D1
10.21411/CBM.A.D21B9691
10.21411/CBM.A.E70C8C42
10.21411/CBM.A.EC093EAA
10.21411/CBM.A.F52E792E
10.21411/CBM.A.F59BBF3E
10.26021/10221
10.26021/1808
10.26021/2243
10.26021/491
10.26021/496
10.26021/5728
10.26021/6313
10.26021/6453
10.26021/6530
10.26021/6676
10.26021/7217
10.26021/739
10.26021/7479
10.26021/8409
10.26021/8523
10.26021/9048
10.26021/9278
10.26028/CYBIUM/2006-304-011
10.26028/CYBIUM/2011-353-003
10.26028/CYBIUM/2011-353-012
10.26028/CYBIUM/2012-364-013
10.26028/CYBIUM/2014-382-008
10.26028/CYBIUM/2017-411-002
10.26028/CYBIUM/2017-412-006
10.26028/CYBIUM/2017-413-009
10.26028/CYBIUM/2018-423-007
10.26028/CYBIUM/2018-424-015
10.3321/J.ISSN:1000-4025.2004.11.015
10.3321/J.ISSN:1000-4025.2009.02.022
10.3321/J.ISSN:1000-4025.2009.04.021
10.3321/J.ISSN:1000-4025.2009.12.026
10.3760/CMA.J.ISSN.0529-5807.2016.08.010
10.3760/CMA.J.ISSN.1002-0098.2019.03.011
10.3969/J.ISSN.1000-3142.2002.05.009
10.3969/J.ISSN.1000-3142.2005.01.014
10.3969/J.ISSN.1000-3142.2006.03.002
10.3969/J.ISSN.1000-3142.2007.04.007
10.3969/J.ISSN.1000-3142.2007.06.013
10.3969/J.ISSN.1000-3142.2008.02.011
10.3969/J.ISSN.1000-3142.2009.02.018
10.3969/J.ISSN.1000-3142.2009.04.012
10.3969/J.ISSN.1000-3142.2010.05.012
10.3969/J.ISSN.1000-3142.2011.05.015
10.3969/J.ISSN.1000-3142.2012.01.015
10.3969/J.ISSN.1000-3142.2012.05.016
10.3969/J.ISSN.1000-4025.2012.01.028
10.3969/J.ISSN.1000-4025.2012.07.025
10.3969/J.ISSN.1000-4025.2012.09.019
10.3969/J.ISSN.1001-4276.2005.01.018
10.3969/J.ISSN.1005-3395.2003.01.015
10.3969/J.ISSN.1005-3395.2004.02.015
10.3969/J.ISSN.1005-3395.2006.02.014
10.3969/J.ISSN.1005-3395.2006.04.012
10.3969/J.ISSN.1005-3395.2007.02.011
10.3969/J.ISSN.1005-3395.2008.01.005
10.3969/J.ISSN.1005-3395.2008.04.005
10.3969/J.ISSN.1005-3395.2008.04.019
10.3969/J.ISSN.1005-3395.2009.01.004
10.3969/J.ISSN.1005-3395.2011.04.010
10.3969/J.ISSN.1005-3395.2012.05.010
10.3969/J.ISSN.1005-3395.2012.05.011
10.3969/J.ISSN.1008-8873.2001.04.011
10.3969/J.ISSN.2095-0845.2006.06.010
10.3969/J.ISSN.2095-0845.2007.03.013
10.3969/J.ISSN.2095-0845.2008.04.015
10.3969/J.ISSN.2095-1787.2012.03.012
10.3969/J.ISSN.2095-1787.2013.01.007
10.3969/J.ISSN.2095-1787.2013.04.001
10.3969/J.ISSN.2095-1787.2014.01.003
10.3969/J.ISSN.2095-1787.2014.02.003
10.3969/J.ISSN.2095-1787.2014.02.005
10.3969/J.ISSN.2095-1787.2014.02.006
10.3969/J.ISSN.2095-1787.2014.03.005
10.3969/J.ISSN.2095-1787.2014.03.008
10.3969/J.ISSN.2095-1787.2015.01.007
10.3969/J.ISSN.2095-1787.2015.01.010
10.3969/J.ISSN.2095-1787.2015.03.007
10.3969/J.ISSN.2095-1787.2015.03.010
10.3969/J.ISSN.2095-1787.2015.03.012
10.3969/J.ISSN.2095-1787.2016.01.003
10.3969/J.ISSN.2095-1787.2016.01.004
10.3969/J.ISSN.2095-1787.2016.02.004
10.3969/J.ISSN.2095-1787.2016.03.001
10.3969/J.ISSN.2095-1787.2016.03.003
10.3969/J.ISSN.2095-1787.2016.03.013
10.3969/J.ISSN.2095-1787.2016.04.006
10.3969/J.ISSN.2095-1787.2019.02.013
10.3969/J.ISSN.2095-1787.2020.01.007
10.3969/J.ISSN.2095-1787.2020.01.010
10.3969/J.ISSN.2095-1787.2020.02.008
10.3969/J.ISSN.2095-1787.2020.02.009
10.3969/J.ISSN.2095-1787.2020.02.010
10.3969/J.ISSN.2095-1787.2020.03.001
10.3969/J.ISSN.2095-1787.2020.03.004
10.3969/J.ISSN.2095-1787.2020.03.011
10.3969/J.ISSN.2095-1787.2020.03.012
10.3969/J.ISSN.2095-1787.2020.04.008
10.3969/J.ISSN.2095-1787.2021.03.001
10.3969/J.ISSN.2095-1787.2021.03.002
10.3969/J.ISSN.2095-1787.2021.03.008
10.3969/J.ISSN.2095-1787.2021.03.011
10.3969/J.ISSN.2095-1787.2021.04.004
10.3969/J.ISSN.2095-1787.2021.04.005
10.51033/JJAPBOT.29_5_3719
10.51033/JJAPBOT.41_7_5415
10.51033/JJAPBOT.45_4_5915
10.51033/JJAPBOT.47_3_6145
10.51033/JJAPBOT.68_1_8757
10.51033/JJAPBOT.76_5_9533
10.51033/JJAPBOT.79_6_9781
10.51033/JJAPBOT.84_1_10097
10.51033/JJAPBOT.86_4_10307
10.51033/JJAPBOT.91_2_10650
10.51033/JJAPBOT.91_5_10695
10.5169/SEALS-402326
10.5169/SEALS-402412
10.5169/SEALS-402554
10.5169/SEALS-402600
10.5169/SEALS-402734
10.5169/SEALS-402931
10.5169/SEALS-402954
10.5169/SEALS-403052
10.5169/SEALS-696962
10.5169/SEALS-73582
10.5169/SEALS-745
10.5169/SEALS-747
10.5169/SEALS-879211
10.5169/SEALS-895479
10.5281/ZENODO.3558770
10.5281/ZENODO.4406402
10.5281/ZENODO.5562892
10.5281/ZENODO.5565037
10.5281/ZENODO.5600447
10.5281/ZENODO.7478582
10.5281/ZENODO.7834982
10.5281/ZENODO.8314303
10.5281/ZENODO.834264
10.5635/ASED.2021.37.1.052
10.6165/TAI.2001.46(3).232
10.6165/TAI.2005.50(1).62
10.6165/TAI.2006.51(3).226
10.6165/TAI.2007.52(1).70
10.6165/TAI.2008.53(1).30
10.6165/TAI.2009.54(3).248
10.6165/TAI.2009.54(3).255
10.6165/TAI.2009.54(4).385
10.6165/TAI.2010.55(2).128
10.6165/TAI.2014.59.119
10.6532/JNTM.2012.65(3).04
10.6620/ZS.2016.55-53
10.6620/ZS.2017.56-28
10.6620/ZS.2021.60-52
10.6661/TESFE.2008016
10.6661/TESFE.2010018
10.6661/TESFE.2013008
10.6661/TESFE.2013011
10.6661/TESFE.2014016
10.6662/TESFE.2015005
10.6662/TESFE.2015009
10.6662/TESFE.2016002
10.6662/TESFE.2018017
10.7275/MVEJ-DR35
